Region,Case Number,Case Name,Case Type,City,State,Election Held Date,Number of Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,"Stipulated
/ Consent
/ Directed",Certification of Representative Date (Win),Certification of Results Date (Loss),Case Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes for Labor Org 3,Labor Org 3 Name,For Proposition,Against Proposition	,"Stipulated / Consent
/ Directed",Against Proposition,Dispute Unit City,Dispute Unit State,Num Eligible Voters,"Stipulated
/ Consent / Directed",Cert of Rep (Win),Cert of Results (Loss),Closed Date,Votes For Labor Org3,Labor Org3,Stipulated/Consent,Case ID,Stipulated / Consent / Directed
29,29-RC-217650,"CMS Mechanical, Inc.",RC,,,2018-04-19,,30.0,25.0,BAT Local Union 514,Stipulated,,,,Certification of Results,,,,,,,,,,Brooklyn,NY,63.0,,,LOSS,2019-03-14,,,,,
29,29-RC-222076,"Arverne Preservation, LLC",RC,,,2019-08-05,,10.0,0.0,** Data Incomplete **,Stipulated,,,,Certification of Results,,,,,,,,,,Far Rockaway,NY,14.0,,,LOSS,2019-08-23,,,,,
29,29-RC-225302,Target Corporation,RC,,,2018-09-07,,118.0,39.0,LOCAL 1500 UNITED FOOD AND COMMERCIAL WORKERS,Directed,,,,Certification of Results,,,,,,,,,,Huntington Station,NY,187.0,,,LOSS,2018-10-22,,,,,
29,29-RC-225857,MV Transportation WAV,RC,,,2018-10-01,,7.0,26.0,Amalgamated Transit Union Local 1181-1061,Stipulated,,,,Certific. of Representative,,,,,,,,,,College Point,NY,133.0,,WON,,2018-10-12,,,,,
29,29-RC-227876,"Kosher First, LLC d/b/a Tuv Taam Corp.",RC,,,2018-10-25,,20.0,28.0,"Local 338, Retail, Wholesale and Department Store Union/United Food and Commercial Workers Union",Stipulated,,,,Certific. of Representative,,,,,,,,,,Brooklyn,NY,50.0,,WON,,2018-11-06,,,,,
29,29-RC-229083,Elite Image Electronic Group,RC,,,2018-10-30,,0.0,17.0,"International Brotherhood of Electrical Workers, Local 3",Stipulated,,,,Certific. of Representative,,,,,,,,,,Astoria,NY,18.0,,WON,,2018-11-07,,,,,
29,29-RC-229185,"Zucker Hillside Hospital, Inc.",RC,,,2018-10-30,,3.0,44.0,1119SEIU United Healthcare Workers East,Stipulated,,,,Certific. of Representative,,,,,,,,,,Glen Oaks,NY,44.0,,WON,,2018-11-07,,,,,
29,29-RC-229961,Duro Dyne Corp & Duro Dyne Machine,RC,,,2018-11-15,,65.0,33.0,Local Union 137,Stipulated,,,,Certification of Results,,,,,,,,,,Bay Shore,NY,103.0,,,LOSS,2018-12-11,,,,,
29,29-RC-229970,Northwell Health - Staten Island University Hospital,RC,,,2018-11-20,,24.0,62.0,LOCAL ONE SECURITY OFFICERS UNION,Stipulated,,,,Certific. of Representative,,,,,,,,,,Staten Island,NY,103.0,,WON,,2018-11-30,,,,,
29,29-RC-230262,Touro College Jacob D. Fuchsberg Law Center,RC,,,2018-11-19,,3.0,4.0,"National Organization of Industrial Trade Unions, IUJAT",Stipulated,,,,Certific. of Representative,,,,,,,,,,Central Islip,NY,9.0,,WON,,2019-05-09,,,,,
29,29-RC-231081,New York-Presbyterian/Queens,RC,,,2018-12-11,,5.0,39.0,1199SEIU United Healthcare Workers East,Stipulated,,,,Certific. of Representative,,,,,,,,,,Flushing,NY,68.0,,WON,,2018-12-19,,,,,
29,29-RC-231110,"FACULTY STUDENT ASSOCATION OF THE STATE UNIVERSITY OF NEW YORK AT STONY BROOK, INC",RC,,,2018-12-13,,28.0,24.0,"Local 1102, RWDSU/ UFCW",Directed,,,,Certification of Results,,,,,,,,,,Stony Brook,NY,52.0,,,LOSS,2019-04-01,,,,,
29,29-RC-231288,News 12 Connecticut LLC,RC,,,2018-12-14,,22.0,13.0,"International Brotherhood of Electrical Workers, Local 1212",Stipulated,,,,Certification of Results,,,,,,,,,,Woodbury,NY,37.0,,,LOSS,2018-12-28,,,,,
29,29-RC-233342,"Linxx Global Solutions, Inc.",RC,,,2019-01-14,,0.0,8.0,Federal Contract Guards of America,Stipulated,,,,Certific. of Representative,,,,,,,,,,Plum Island,NY,9.0,,WON,,2019-02-13,,,,,
29,29-RC-233618,"United Metro Energy Corp.
/Apollo Petroleum Transport, LLC",RC,,,2019-01-23,,1.0,19.0,"International Brotherhood of Teamsters, Local 553",Stipulated,,,,Certific. of Representative,,,,,,,,,,Brooklyn,NY,24.0,,WON,,2019-02-04,,,,,
29,29-RC-233946,Mount Sinai Services/Elmhurst Hospital Center,RC,,,2019-02-06,,0.0,4.0,1199SEIU United Healthcare Workers East,Stipulated,,,,Certific. of Representative,,,,,,,,,,Elmhurst,NY,4.0,,WON,,2019-02-20,,,,,
29,29-RC-234155,"Love Lane Mews, LLC",RC,,,2019-02-04,,0.0,6.0,"Service Employees International Union, Local 32BJ",Stipulated,,,,Certific. of Representative,,,,,,,,,,Brooklyn,NY,6.0,,WON,,2019-02-14,,,,,
29,29-RC-234306,Saints Joachim & Anne Nursing and Rehabilitation Center,RC,,,2019-02-15,,0.0,11.0,1199 SEIU United Healthcare Workers East,Stipulated,,,,Certific. of Representative,,,,,,,,,,Brooklyn,NY,17.0,,WON,,2019-02-27,,,,,
29,29-RC-235760,Altice USA,RC,,,2019-03-12,,5.0,13.0,IBEW Local 1049 of the International Brotherhood of Electrical Workers,Stipulated,,,,Certific. of Representative,,,,,,,,,,Bethpage,NY,23.0,,WON,,2019-03-22,,,,,
29,29-RC-235957,Staten Island University Hospital,RC,,,2019-03-07,,27.0,57.0,1199SEIU United Healthcare Workers East,Stipulated,,,,Certific. of Representative,,,,,,,,,,Staten Island,NY,108.0,,WON,,2019-03-15,,,,,
29,29-RC-236334,The McConnell Group,RC,,,2019-03-19,,0.0,12.0,International Union of Operating Engineers Local 30,Stipulated,,,,Certific. of Representative,,,,,,,,,,Orient,NY,12.0,,WON,,2019-03-29,,,,,
29,29-RC-237518,"Meridian Properties, LLC",RC,,,2019-04-16,,0.0,2.0,Local 122 Barclay Conversion Employees Union,Stipulated,,,,Certific. of Representative,,,,,,,,,,Brooklyn,NY,5.0,,WON,,2019-04-26,,,,,
29,29-RC-238037,Domino's Pizza LLC,RC,,,2019-04-26,,23.0,0.0,"Local 91, United Crafts and Industrial Workers Union",Directed,,,,Certification of Results,,,,,,,,,,Ridgewood,NY,28.0,,,LOSS,2019-05-09,,,,,
29,29-RC-238249,Mount Sinai Services/Elmhurst Hospital Center,RC,,,2019-04-10,,0.0,7.0,New York State Nurses Association,Stipulated,,,,Certific. of Representative,,,,,,,,,,Elmhurst,NY,8.0,,WON,,2019-04-18,,,,,
29,29-RC-238337,"The Washington Consulting Group, Inc.",RC,,,2019-04-12,,0.0,23.0,International Association of Machinists and Aerospace Workers,Stipulated,,,,Certific. of Representative,,,,,,,,,,Westbury,NY,23.0,,WON,,2019-04-25,,,,,
29,29-RC-238349,"The Washington Consulting Group, Inc.",RC,,,2019-04-12,,0.0,19.0,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO",Stipulated,,,,Certific. of Representative,,,,,,,,,,Ronkonkoma,NY,27.0,,WON,,2019-04-25,,,,,
29,29-RC-239027,Staten Island Buick GMC LLC,RC,,,2019-04-19,,0.0,5.0,Local 259 United Automobile Workers,Stipulated,,,,Certific. of Representative,,,,,,,,,,Staten Island,NY,6.0,,WON,,2019-04-29,,,,,
29,29-RC-239182,Brooklyn Academy of Music,RC,,,2019-06-13,,26.0,119.0,"TECHNICAL, OFFICE AND PROFESSIONAL UNION, LOCAL 2110, UAW, AFL-CIO",Stipulated,,,,Certific. of Representative,,,,,,,,,,Brooklyn,NY,171.0,,WON,,2019-06-25,,,,,
29,29-RC-239617,Brooklyn Friends School,RC,,,2019-05-20,,38.0,141.0,"Technical, Office and Professional Union- Local 2110, UAW",Stipulated,,,,Certific. of Representative,,,,,,,,,,Brooklyn,NY,250.0,,WON,,2019-05-29,,,,,
29,29-RC-239621,Southside Hospital Northwell Health,RC,,,2019-05-02,,11.0,14.0,1199 SEIU Healtcare Workers East,Stipulated,,,,Certific. of Representative,,,,,,,,,,Bayshore,NY,25.0,,WON,,2019-05-13,,,,,
29,29-RC-239651,Innovative Resources for Independence,RC,,,2019-06-06,,21.0,89.0,"Local 338, RWDSU",Stipulated,,,,Certific. of Representative,,,,,,,,,,Sunnyside,NY,305.0,,WON,,2019-06-17,,,,,
29,29-RC-239810,267 Development LLC,RC,,,2019-05-09,,0.0,6.0,SEIU Local 32BJ,Stipulated,,,,Certific. of Representative,,,,,,,,,,Brooklyn,NY,6.0,,WON,,2019-05-21,,,,,
29,29-RC-240404,"Joseph P. Addabbo Family Health Center, Inc.",RC,,,2019-05-17,,0.0,14.0,1199 SEIU HEALTHCARE WORKERS EAST,Stipulated,,,,Certific. of Representative,,,,,,,,,,Arverne,NY,18.0,,WON,,2019-06-20,,,,,
29,29-RC-240966,Jake's 58 Casino Hotel,RC,,,2019-07-02,,0.0,3.0,International Union of Operating Engineers Local 30,Directed,,,,Certific. of Representative,,,,,,,,,,North Islandia,NY,3.0,,WON,,2019-07-11,,,,,
29,29-RC-241161,Vernon Tower LLC,RC,,,2019-06-06,,1.0,5.0,SEIU Local 32BJ,Stipulated,,,,Certification of Results,,,,,,,,,,Long Island City,NY,6.0,,,LOSS,2019-06-27,,,,,
29,29-RC-242090,"Liberty Parking Services, LLC",RC,,,2019-06-10,,1.0,3.0,Garage Employees Union Local No. 272 International Brotherhood of Teamsters,Stipulated,,,,Certific. of Representative,,,,,,,,,,Brooklyn,NY,4.0,,WON,,2019-06-20,,,,,
29,29-RC-242107,SCO Family of Services,RC,,,2019-06-19,,17.0,71.0,Civil Service Employees Association Inc,Stipulated,,,,Certific. of Representative,,,,,,,,,,Sea Cliff,NY,133.0,,WON,,2019-06-27,,,,,
29,29-RC-242146,"United Cerebral Palsy of New York City, Inc. d/b/a ADAPT Community Network",RC,,,2019-06-20,,7.0,33.0,"United Federation of Teachers, Local 2",Stipulated,,,,Certific. of Representative,,,,,,,,,,Staten Island,NY,57.0,,WON,,2019-06-28,,,,,
29,29-RC-242361,"United Cerebral Palsy of New York City, Inc. d/b/a Adapt Community Network",RC,,,2019-06-19,,0.0,58.0,"United Federation of Teachers, Local 2, AFT, AFL-CIO",Stipulated,,,,Certific. of Representative,,,,,,,,,,Flushing,NY,68.0,,WON,,2019-06-27,,,,,
29,29-RC-242886,New York Blood Center,RC,,,2019-06-27,,0.0,11.0,1199SEIU United Healthcare Workers East,Stipulated,,,,Certific. of Representative,,,,,,,,,,Long Island City,NY,11.0,,WON,,2019-07-08,,,,,
29,29-RC-243068,Cushman and Wakefield,RC,,,2019-07-09,,0.0,10.0,"Local 30, International Union of Operating Engineers",Stipulated,,,,Certific. of Representative,,,,,,,,,,Bethpage,NY,10.0,,WON,,2019-07-19,,,,,
29,29-RC-244157,"Briscoe Protective, LLC",RC,,,2019-08-01,,15.0,9.0,"Local Union No. 3, International Brotherhood of Electrical Workers, AFL-CIO",Stipulated,,,,Certification of Results,,,,,,,,,,Centereach,NY,24.0,,,LOSS,2019-08-12,,,,,
29,29-RC-246396,Long Island Community Hospital,RC,,,2019-09-11,,11.0,17.0,International Union of Operating Engineers Local 30,Stipulated,,,,Certific. of Representative,,,,,,,,,,Patchogue,NY,28.0,,WON,,2019-09-19,,,,,
29,29-RC-246448,Poly Craft Industries Corp.,RC,,,2019-09-13,,31.0,1.0,"Consolidated Commercial Workers of America, Local 528, affiliated with NOITU-IUJAT",Stipulated,,,,Certification of Results,,,,,,,,,,Hauppauge,NY,39.0,,,LOSS,2019-09-24,,,,,
29,29-RC-246522,Platinum Amenity Services LTD,RC,,,2019-09-12,,0.0,4.0,SEIU Local 32 BJ,Stipulated,,,,Certific. of Representative,,,,,,,,,,Brooklyn,NY,6.0,,WON,,2019-09-23,,,,,
29,29-RC-247010,"Safelite Fulfillment, Inc.",RC,,,2019-09-13,,6.0,0.0,Consolidated Commercial Workers of America Local 528 NOITU,Stipulated,,,,Certification of Results,,,,,,,,,,Bay Shore,NY,6.0,,,LOSS,2019-09-24,,,,,
29,29-RC-247041,"Legal Aid Society of Suffolk County, Inc.",RC,,,2019-09-10,,25.0,67.0,Suffolk County Legal Aid Attorneys Association,Stipulated,,,,Certific. of Representative,,,,,,,,,,Central Islip,NY,103.0,,WON,,2019-09-19,,,,,
29,29-RD-206581,Inwood Material Terminal LLC,RD,,,2018-03-08,,11.0,0.0,"United Plant & Production Workers, Local 175 P, IUJAT",Directed,,,,Certification of Results,,,,,,,,,,Inwood,NY,0.0,,,LOSS,2019-01-30,,,,,
29,29-RD-226897,"The Senate Apartments Inc., and FirstService Residential New York, Inc., as Joint Employers",RD,,,2018-10-04,,4.0,0.0,"Local 2 Building Service Employee and Factory Workers, USWU, IUJAT",Stipulated,,,,Certification of Results,,,,,,,,,,Brooklyn,NY,4.0,,,LOSS,2018-10-04,,,,,
29,29-RD-228665,NYU Langone Hospital-Brooklyn,RD,,,2018-10-26,,5.0,58.0,1199SEIU United Healthcare Workers East,Stipulated,,,,Certific. of Representative,,,,,,,,,,Brooklyn,NY,75.0,,WON,,2018-11-06,,,,,
29,29-RD-230503,Help Day Care Corp,RD,,,2018-11-27,,11.0,0.0,"Local 205, District Council 1707, AFSCME",Stipulated,,,,Certification of Results,,,,,,,,,,Brooklyn,NY,13.0,,,LOSS,2018-12-07,,,,,
29,29-RD-234062,"USIC Locating Services, LLC",RD,,,2019-02-06,,57.0,113.0,"CWA, LOCAL 1101",Stipulated,,,,Certific. of Representative,,,,,,,,,,Hauppauge,NY,178.0,,WON,,2019-02-20,,,,,
29,29-RD-245143,NY League of Early Learning d/b/a Adapt Community Network,RD,,,2019-09-10,,28.0,1.0,"District Council 1707 American Federation of State, County, and Municipal Employees",Stipulated,,,,Certification of Results,,,,,,,,,,Brooklyn,NY,46.0,,,LOSS,2019-09-19,,,,,
29,29-RM-235292,BLES BROADWAY FOOD CORP.,RM,,,2019-02-26,,33.0,1.0,Bles Broadway Food Corp.,Stipulated,,,,Certification of Results,,,,,,,,,,Brooklyn,NY,38.0,,,LOSS,2019-03-08,,,,,
29,29-RM-238116,2425 Kings Hwy Owners Corp.,RM,,,2019-04-12,,2.0,0.0,2425 Kings Hwy Owners Crop.,Stipulated,,,,Certification of Results,,,,,,,,,,Brooklyn,NY,2.0,,,LOSS,2019-04-25,,,,,
31,31-RC-214528,"LKQ Lakenor Auto & Truck Salvage, Inc.",RC,,,2018-03-01,,28.0,26.0,"United Steel, Paper and Foresty, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union",Stipulated,,,,Certification of Results,,,,,,,,,,Adelanto,CA,51.0,,,LOSS,2019-07-17,,,,,
31,31-RC-219293,"East Valley Glendora Hospital, LLC, DBA Glendora Community Hospital",RC,,,2018-05-23,,8.0,77.0,SEIU LOCAL 121RN,Directed,,,,Certific. of Representative,,,,,,,,,,Glendora,CA,99.0,,WON,,2018-10-04,,,,,
31,31-RC-226362,"AIRGAS USA, LLC",RC,,,2018-09-20,,2.0,12.0,"International Brotherhood of Teamsters Wholesale Delivery Drivers, General Truck Drivers, Chauffeurs, Sales, Industrial and Allied Workers Local 848",Stipulated,,,,Certific. of Representative,,,,,,,,,,Burbank,CA,18.0,,WON,,2018-10-11,,,,,
31,31-RC-226424,Universal Televison Productions LLC,RC,,,2018-10-12,,0.0,4.0,"International Brotherhood of Teamsters, Studio Transportation Drivers, Local 399",Directed,,,,Certific. of Representative,,,,,,,,,,Universal City,CA,4.0,,WON,,2019-01-30,,,,,
31,31-RC-226460,WARNER BROS. TELEVISON,RC,,,2018-10-05,,0.0,4.0,"International Brotherhood of Teamsters, Studio Transportation Drivers, Local 399",Directed,,,,Certific. of Representative,,,,,,,,,,Burbank,CA,0.0,,WON,,2019-01-23,,,,,
31,31-RC-229835,"Loews Hollywood Hotel, LLC",RC,,,2018-11-15,,1.0,10.0,"International Union of Operating Engineers, Local 501, AFL-CIO",Stipulated,,,,Certific. of Representative,,,,,,,,,,Hollywood,CA,13.0,,WON,,2018-11-26,,,,,
31,31-RC-232072,Raven Services Corporation,RC,,,2018-12-19,,0.0,5.0,"International Union of Operating Engineers Local 501, AFL- CIO",Stipulated,,,,Certific. of Representative,,,,,,,,,,Simi Valley,CA,5.0,,WON,,2018-12-31,,,,,
31,31-RC-233927,"BMC West, LLC",RC,,,2019-02-01,,6.0,9.0,"Cabinet Makers, Millmen and Industrial Carpenters Local 721",Stipulated,,,,Certific. of Representative,,,,,,,,,,Lancaster,CA,15.0,,WON,,2019-02-13,,,,,
31,31-RC-235177,"Universal City Studios, LLC",RC,,,2019-02-20,,1.0,4.0,International Alliance of Theatrical Stage Employees,Stipulated,,,,Certific. of Representative,,,,,,,,,,Universal City,CA,5.0,,WON,,2019-03-04,,,,,
31,31-RC-235629,Pulau Corporation,RC,,,2019-02-28,,0.0,7.0,"International Association of Machinists and Aerospace Workers, District Lodge 725",Stipulated,,,,Certific. of Representative,,,,,,,,,,Fort Irwin,CA,7.0,,WON,,2019-03-12,,,,,
"10, 10
BIR, 11, 26 NAS",31-RC-235718,"PINEWOOD ATLANTA, LLC",RC,,,2019-02-22,,0.0,2.0,"MOTION PICTURE EDITORS GUILD, LOCAL 700, INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES",Directed,,,,Certific. of Representative,,,,,,,,,,Los Angeles,CA,2.0,,WON,,2019-03-04,,,,,
31,31-RC-238217,Dignity Health d/b/a St. John's Regional Medical Center,RC,,,2019-04-04,,0.0,4.0,"Service Employees International Union, United Healthcare Workers-West (SEIU-UHWW)",Stipulated,,,,Certific. of Representative,,,,,,,,,,Oxnard,CA,4.0,,WON,,2019-05-15,,,,,
31,31-RC-238347,"Starwood Hotels & Resorts Worldwide, Inc. d/b/a W Hollywood Hotel",RC,,,2019-04-08,,0.0,2.0,UNITE HERE LOCAL 11,Stipulated,,,,Certific. of Representative,,,,,,,,,,Hollywood,CA,2.0,,WON,,2019-04-23,,,,,
31,31-RC-238837,Occidental College,RC,,,2019-04-24,,16.0,61.0,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL,Stipulated,,,,Certific. of,,,,,,,,,,Los Angeles,CA,112.0,,WON,,2019-05-23,,,,,
31.0,31-RC-239386,PAE Aviation and Technical Services LLC,RC,,,2019-04-25,,0.0,2.0,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, DISTRICT LODGE 947",Stipulated,,,,Certific. of Representative,,,,,,,,,,Daggett,CA,2.0,,WON,,2019-05-31,,,,,
31.0,31-RC-241653,Bakersfield Memorial Hospital d/b/a Dignity Health Bakersfield Infusion Center,RC,,,2019-06-06,,0.0,21.0,"SERVICE EMPLOYEES INTERNATIONAL UNION, UNITED HEALTHCARE WORKERS-WEST",Stipulated,,,,Certific. of Representative,,,,,,,,,,Bakersfield,CA,24.0,,WON,,2019-06-18,,,,,
31.0,31-RC-241747,"Scripps Media, Inc. d/b/a KERO
- TV",RC,,,2019-06-12,,3.0,4.0,International Brotherhood of Electrical Workers Local 45,Stipulated,,,,Certific. of Representative,,,,,,,,,,BAKERSFIELD,CA,7.0,,WON,,2019-06-24,,,,,
31.0,31-RC-242248,"Systems Application & Technologies, Inc. (SA-Tech)",RC,,,2019-06-19,,3.0,24.0,"International Association of Machinists and Aerospace Workers, District Lodge 725",Stipulated,,,,Certific. of Representative,,,,,,,,,,Point Mugu Nawc,CA,39.0,,WON,,2019-07-02,,,,,
31.0,31-RC-242409,"BMC West, LLC",RC,,,2019-06-27,,2.0,7.0,"Cabinet Makers, Millmen & Industrial Carpenters Local 721",Stipulated,,,,Certific. of Representative,,,,,,,,,,Santa Clarita,CA,11.0,,WON,,2019-07-10,,,,,
31.0,31-RC-243370,Strategic Concepts in Organizing and Policy Education (SCOPE),RC,,,2019-08-08,,4.0,4.0,INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS DISTRICT LODGE 947,Directed,,,,Certification of Results,,,,,,,,,,Los Angeles,CA,9.0,,,LOSS,2019-08-16,,,,,
31.0,31-RC-244204,Technica LLC,RC,,,2019-07-15,,0.0,5.0,"TEAMSTERS CHAUFFEURS, WAREHOUSEMEN, INDUSTRIAL & ALLIED WORKERS OF AMERICA, LOCAL 166",Stipulated,,,,Certific. of Representative,,,,,,,,,,Barstow,CA,6.0,,WON,,2019-07-23,,,,,
31.0,31-RC-245109,"Strategic Resources, Inc. (SRI) (Vandenberg AFB)",RC,,,2019-08-07,,0.0,3.0,"International Association of Machinists and Aerospace Workers, Local Lodge 47",Stipulated,,,,Certific. of Representative,,,,,,,,,,Vandenberg AFB,CA,3.0,,WON,,2019-08-16,,,,,
31.0,31-RC-245150,Valencia H. Imports Inc. d/b/a AutoNation Honda Valencia,RC,,,2019-08-15,,3.0,19.0,"International Association of Machinists and Aerospace Workers Local Lodge No. 1484, District Lodge 190",Stipulated,,,,Certific. of Representative,,,,,,,,,,Valencia,CA,24.0,,WON,,2019-08-23,,,,,
31.0,31-RC-245764,Occidental College,RC,,,2019-08-21,,24.0,38.0,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721,Stipulated,,,,Certific. of Representative,,,,,,,,,,Los Angeles,CA,84.0,,WON,,2019-09-18,,,,,
31.0,31-RD-226158,"The Newark Group, Inc. d/b/a Caraustar Industrial Products",RD,,,2018-09-13,,33.0,12.0,"Teamsters District Council 2, Local 388M",Stipulated,,,,Certification of Results,,,,,,,,,,Ontario,CA,49.0,,,LOSS,2018-10-18,,,,,
31.0,31-RD-230533,UTILIQUEST LLC,RD,,,2019-01-24,,40.0,25.0,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 47,Stipulated,,,,Certification of Results,,,,,,,,,,Colton,CA,69.0,,,LOSS,2019-02-07,,,,,
31.0,31-RD-233505,USC Verdugo Hills Hospital,RD,,,2019-01-31,,118.0,107.0,"Service Employees International Union, United Healthcare Workers, West",Stipulated,,,,Certification of Results,,,,,,,,,,Glendale,CA,244.0,,,LOSS,2019-02-13,,,,,
31.0,31-RD-234188,"Windsor Arvin Healthcare, LLC d/b/a Windsor Post-Acute Care Center of Arvin",RD,,,2019-02-20,,19.0,27.0,"Service Employees International Union, Local 2015",Stipulated,,,,Certific. of Representative,,,,,,,,,,Arvin,CA,60.0,,WON,,2019-03-04,,,,,
31.0,31-RD-237741,"Terminix International Company, Limited Partnership",RD,,,2019-04-25,,15.0,12.0,"International Association of Machinists and Aerospace Workers, District Lodge 725",Stipulated,,,,Certification of Results,,,,,,,,,,Chatsworth,CA,28.0,,,LOSS,2019-05-16,,,,,
31.0,31-RD-238677,Contract Services Administration Trust Fund and Contract Services Administration Training Trust Fund,RD,,,2019-04-12,,5.0,29.0,"CALIFORNIA TEAMSTERS PUBLIC, PROFESSIONAL AND MEDICAL EMPLOYEES UNION, LOCAL 911",Stipulated,,,,Certific. of Representative,,,,,,,,,,Burbank,CA,39.0,,WON,,2019-04-22,,,,,
31.0,31-RD-239605,Southwest Carpenters Training Fund,RD,,,2019-05-08,,13.0,0.0,OPEIU Local 537,Stipulated,,,,Certification of Results,,,,,,,,,,Ontario,CA,17.0,,,LOSS,2019-06-04,,,,,
31.0,31-RD-240315,"SDH Education West, LLC, also known as Sodexo",RD,,,2019-05-20,,12.0,11.0,"SDH Education West, LLC, also known as Sodexo",Stipulated,,,,Certification of Results,,,,,,,,,,Thousand Oaks,CA,39.0,,,LOSS,2019-06-21,,,,,
32.0,32-RC-226665,"Healthcare Services Group, Inc.",RC,,,2018-09-21,,4.0,7.0,"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 2015",Stipulated,,,,Certific. of Representative,,,,,,,,,,Merced,CA,14.0,,WON,,2018-10-10,,,,,
32.0,32-RC-226926,"URS Federal Services, Inc.",RC,,,2018-09-27,,2.0,80.0,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, DISTRICT LODGE 725",Stipulated,,,,Certific. of Representative,,,,,,,,,,Lemoore,CA,108.0,,WON,,2018-10-05,,,,,
32.0,32-RC-227309,Walnut Creek Automotive LLC d/b/a Volvo Cars Walnut Creek,RC,,,2018-10-11,,11.0,7.0,AUTOMOTIVE MACHINISTS LODGE NO. 1173 AND TEAMSTERS UNION LOCAL NO. 315,Stipulated,,,,Certification of Results,,,,,,,,,,Walnut Creek,CA,20.0,,,LOSS,2018-10-25,,,,,
32.0,32-RC-227354,"Specialty Sales, LLC",RC,,,2018-10-04,,2.0,6.0,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 431",Stipulated,,,,Certific. of Representative,,,,,,,,,,Fresno,CA,15.0,,WON,,2018-10-17,,,,,
32.0,32-RC-229747,"US Foods, Inc.",RC,,,2018-11-16,,116.0,73.0,TEAMSTERS LOCAL 853,Stipulated,,,,Certification of Results,,,,,,,,,,Livermore,CA,237.0,,,LOSS,2018-12-14,,,,,
32.0,32-RC-235582,"URS Federal Services, Inc.",RC,,,2019-02-28,,11.0,13.0,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, DISTRICT LODGE 725",Stipulated,,,,Certific. of Representative,,,,,,,,,,Lemoore,CA,26.0,,WON,,2019-03-08,,,,,
32.0,32-RC-236485,Mid-Valley Disposal,RC,,,2019-03-15,,42.0,15.0,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 431",Stipulated,,,,Certification of Results,,,,,,,,,,Kerman,CA,59.0,,,LOSS,2019-03-26,,,,,
32.0,32-RC-238538,"Filld, Inc.",RC,,,2019-04-16,,1.0,2.0,"TEAMSTERS UNION LOCAL 287, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",Stipulated,,,,Certific. of Representative,,,,,,,,,,Mountain View,CA,4.0,,WON,,2019-08-22,,,,,
32.0,32-RC-238603,"Volvo Group North America, LLC",RC,,,2019-04-24,,8.0,12.0,"UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA, UAW",Stipulated,,,,Certific. of Representative,,,,,,,,,,Reno,NV,23.0,,WON,,2019-05-14,,,,,
