,Region,Case Number,Case Name,Case Type,City,State,Election Held Date,Number of Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,"Stipulated
/ Consent
/ Directed",Certification of Representative Date (Win),Certification of Results Date (Loss),Case Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes for Labor Org 3,Labor Org 3 Name,For Proposition,Against Proposition	,"Stipulated / Consent
/ Directed",Against Proposition,Dispute Unit City,Dispute Unit State,Num Eligible Voters,"Stipulated
/ Consent / Directed",Cert of Rep (Win),Cert of Results (Loss),Closed Date,Votes For Labor Org3,Labor Org3,Stipulated/Consent,Case ID,Stipulated / Consent / Directed
5974,2,02-RC-243013,New York Legal Assistance Group,RC,,,2019-06-27,,29.0,152.0,"united auto workers, afl-cio, local 2325",Stipulated,,,,Certific. of Representative,,,,,,,,,,New York,NY,229.0,,WON,,2019-07-05,,,,,
5975,2,02-RC-243383,JB New World LP,RC,,,2019-07-17,,0.0,6.0,"local 764, iatse",Stipulated,,,,Certific. of Representative,,,,,,,,,,New York,NY,7.0,,WON,,2019-07-25,,,,,
5976,2,02-RC-243450,"The Yiddler Company, LLC, d/b/a The Fiddish Company",RC,,,2019-07-11,,0.0,4.0,local 764 iatse,Stipulated,,,,Certific. of Representative,,,,,,,,,,New York,NY,5.0,,WON,,2019-07-19,,,,,
5977,2,02-RC-243629,56 Pine Street Condominium,RC,,,2019-07-16,,0.0,8.0,seiu local 32bj,Stipulated,,,,Certific. of Representative,,,,,,,,,,New York,NY,9.0,,WON,,2019-07-24,,,,,
5978,2,02-RC-243682,New York Eye and Ear Infirmary of Mount Sinai,RC,,,2019-07-18,,0.0,11.0,1199seiu united healthcare workers east,Stipulated,,,,Certific. of Representative,,,,,,,,,,New York,NY,11.0,,WON,,2019-07-26,,,,,
5979,2,02-RC-244187,"Distinguished Concerts International, LLC",RC,,,2019-07-29,,14.0,113.0,"associated musicians of greater new york, local 802 afm",Stipulated,,,,Certific. of Representative,,,,,,,,,,New York,NY,167.0,,WON,,2019-08-26,,,,,
5980,2,02-RC-244466,"Planned Parenthood of New York City, Inc.",RC,,,2019-08-01,,0.0,153.0,1199seiu united healthcare workers east,Stipulated,,,,Certific. of Representative,,,,,,,,,,New York,NY,193.0,,WON,,2019-08-09,,,,,
5981,2,02-RC-244556,Shinda Management Corp.,RC,,,2019-08-02,,0.0,6.0,local 1032 league of international federated employees,Stipulated,,,,Certific. of Representative,,,,,,,,,,Queens Village,NY,6.0,,WON,,2019-08-12,,,,,
5982,2,02-RC-244644,Intercos America Inc.,RC,,,2019-08-09,,21.0,5.0,"local 713,  international brotherhood of trade unions",Stipulated,,,,Certification of Results,,,,,,,,,,West Nyack,NY,28.0,,,LOSS,2019-08-21,,,,,
5983,2,02-RC-245608,"Milso Industries Corporation, d/b/a Matthews Aurora",RC,,,2019-08-16,,3.0,5.0,"local union no. 966, international brotherhood of teamsters",Stipulated,,,,Certific. of Representative,,,,,,,,,,Elmsford,NY,8.0,,WON,,2019-08-26,,,,,
5984,2,02-RC-245888,"11 West 51 Realty, LLC, d/b/a The Jewel Facing Rockefeller Center",RC,,,2019-08-27,,5.0,29.0,new york hotel and motel trades council,Stipulated,,,,Certific. of Representative,,,,,,,,,,New York,NY,38.0,,WON,,2019-09-04,,,,,
5985,2,02-RC-246313,"JJ Cassone Bakery, Inc.",RC,,,2019-09-10,,98.0,52.0,port chester's workers united local 700,Stipulated,,,,Certification of Results,,,,,,,,,,Port Chester,NY,195.0,,,LOSS,2019-09-18,,,,,
5986,2,02-RC-246692,45 Garage LLC,RC,,,2019-09-05,,6.0,0.0,garage employees union local 272 ibt,Stipulated,,,,Certification of Results,,,,,,,,,,New York,NY,8.0,,,LOSS,2019-09-13,,,,,
5991,"03, 03
ALB",03-RC-226811,"Auburn Memorial Medical Services, PC",RC,,,2018-10-18,,32.0,62.0,1199seiu healthcare workers east,Directed,,,,Certific. of Representative,,,,,,,,,,Auburn,NY,121.0,,WON,,2018-10-26,,,,,
5992,"03, 03
ALB",03-RC-227903,"Welded Tube USA, Inc.",RC,,,2018-10-11,,22.0,53.0,"united steel, paper and forestry, rubber, manufacturing, energy, allied industrial and service workers international union, afl-cio - clc",Stipulated,,,,Certific. of Representative,,,,,,,,,,Buffalo,NY,77.0,,WON,,2018-10-19,,,,,
5993,"03, 03
ALB",03-RC-228168,Northwestern Medical Center,RC,,,2018-10-24,,101.0,57.0,american federation of teachers (aft) vermont,Stipulated,,,,Certification of Results,,,,,,,,,,Saint Albans,VT,174.0,,,LOSS,2018-11-01,,,,,
5994,"03, 03
ALB",03-RC-229688,Komatsu America Corporation,RC,,,2018-11-07,,12.0,7.0,international union of operating engineers local 825,Stipulated,,,,Certification of Results,,,,,,,,,,Pine Bush,NY,21.0,,,LOSS,2018-11-15,,,,,
5995,"03, 03
ALB",03-RC-231616,PeroxyChem LLC,RC,,,2018-12-13,,0.0,9.0,"international chemical workers union council of the united food and commercial workers union, afl-cio, clc",Stipulated,,,,Certific. of Representative,,,,,,,,,,Saratoga Springs,NY,9.0,,WON,,2018-12-20,,,,,
5996,"03, 03
ALB",03-RC-233222,"First Student, Inc.",RC,,,2019-01-18,,0.0,2.0,international brotherhood of teamsters local 445,Stipulated,,,,Certific. of Representative,,,,,,,,,,Accord,NY,2.0,,WON,,2019-02-05,,,,,
5997,"03, 03
ALB",03-RC-233615,The College of Saint Rose,RC,,,2019-01-17,,4.0,9.0,service employees international union local 200united,Stipulated,,,,Certific. of Representative,,,,,,,,,,Albany,NY,18.0,,WON,,2019-01-25,,,,,
5998,"03, 03
ALB",03-RC-235563,"First Transit, Inc.",RC,,,2019-02-28,,0.0,4.0,"international brotherhood of teamsters, local 264",Stipulated,,,,Certific. of Representative,,,,,,,,,,Cuba,NY,4.0,,WON,,2019-03-08,,,,,
5999,"03, 03
ALB",03-RC-236111,"Altice Technical Service, a business division of CSC Holdings, LLC",RC,,,2019-03-19,,,,"altice technical service, a business division of csc holdings, llc",Stipulated,,,,Certific. of Representative,,,,,,,,,,Wappingers Falls,NY,,,WON,,2019-04-05,,,,,
6000,"03, 03
ALB",03-RC-237204,"Tri-Valley Transit, Inc. d/b/a Stagecoach Transportation Services",RC,,,2019-04-02,,0.0,4.0,"chauffeurs, teamsters, warehousemen and helpers local union no. 597",Stipulated,,,,Certific. of Representative,,,,,,,,,,Randolph,VT,4.0,,WON,,2019-04-10,,,,,
6001,"03, 03
ALB",03-RC-237360,Prevost Car U.S. d/b/a Nova Bus,RC,,,2019-04-11,,132.0,52.0,teamsters local 687,Stipulated,,,,Certification of Results,,,,,,,,,,Plattsburgh,NY,225.0,,,LOSS,2019-04-19,,,,,
6002,"03, 03
ALB",03-RC-238346,"Cascades Containerboard Packaging - Niagara, a division of Cascades Holding US Inc.",RC,,,2019-04-26,,49.0,54.0,"international association of machinists and aerospace workers, district lodge 65, afl- cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Niagara Falls,NY,115.0,,WON,,2019-05-06,,,,,
6003,"03, 03
ALB",03-RC-239505,"SDH Education West, LLC",RC,,,2019-05-09,,10.0,44.0,"civil service employees association (csea) local 1000, afscme, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Schenectady,NY,70.0,,WON,,2019-05-17,,,,,
6004,"03, 03
ALB",03-RC-239795,Allied Universal,RC,,,2019-05-09,,0.0,8.0,united federation of special police and security officers inc.,Stipulated,,,,Certific. of Representative,,,,,,,,,,West Valley,NY,10.0,,WON,,2019-05-17,,,,,
6005,"03, 03
ALB",03-RC-240294,"Health Quest Systems, Inc.",RC,,,2019-05-22,,11.0,27.0,1199 seiu united healthcare workers east,Stipulated,,,,Certific. of Representative,,,,,,,,,,Poughkeepsie,NY,44.0,,WON,,2019-05-30,,,,,
6006,"03, 03
ALB",03-RC-241031,"Valshire SPoT, Inc. d/b/a SPoT Coffee",RC,,,2019-05-28,,1.0,9.0,workers united,Stipulated,,,,Certific. of Representative,,,,,,,,,,Rochester,NY,11.0,,WON,,2019-06-05,,,,,
6007,"03, 03
ALB",03-RC-241310,"STA of New York, Inc. d/b/a Ridge Road Express",RC,,,2019-06-05,,19.0,27.0,teamsters local union 449,Stipulated,,,,Certific. of Representative,,,,,,,,,,Gasport,NY,48.0,,WON,,2019-06-13,,,,,
6008,"03, 03
ALB",03-RC-241953,DV Brown Sheet Metal Inc.,RC,,,2019-06-11,,15.0,2.0,dv brown sheet metal inc.,Stipulated,,,,Certification of Results,,,,,,,,,,Buffalo,NY,20.0,,,LOSS,2019-06-20,,,,,
6009,"03, 03
ALB",03-RC-242464,"Valley View Manor, LLC d/b/a Valley View Manor Nursing Home",RC,,,2019-06-19,,1.0,39.0,"retail, wholesale, and department store union, ufcw",Stipulated,,,,Certific. of Representative,,,,,,,,,,Norwich,NY,59.0,,WON,,2019-06-27,,,,,
6010,"03, 03
ALB",03-RC-242674,"JSSG Healthcare, LLC d/b/a/ Fiddlers Green Manor Nursing & Rehabilitation Center",RC,,,2019-06-27,,0.0,2.0,1199 seiu united healthcare workers east,Stipulated,,,,Certific. of Representative,,,,,,,,,,Springville,NY,3.0,,WON,,2019-07-05,,,,,
6011,"03, 03
ALB",03-RC-242880,St. Camillus Residential Healthcare Facility d/b/a The Centers at St. Camillus,RC,,,2019-06-26,,24.0,20.0,1199seiu healthcare workers east,Stipulated,,,,Certification of Results,,,,,,,,,,Syracuse,NY,48.0,,,LOSS,2019-09-16,,,,,
6012,"03, 03
ALB",03-RC-245586,Health Alliance Hospital,RC,,,2019-08-28,,1.0,17.0,1199 seiu united healthcare workers east,Stipulated,,,,Certific. of Representative,,,,,,,,,,Kingston,NY,18.0,,WON,,2019-09-05,,,,,
6013,"03, 03
ALB",03-RC-245787,Unity Hospital of Rochester,RC,,,2019-08-29,,10.0,4.0,"international union of operating engineers local 158, district 832",Stipulated,,,,Certification of Results,,,,,,,,,,Rochester,NY,15.0,,,LOSS,2019-09-06,,,,,
6014,"03, 03
ALB",03-RC-245899,"Rite Aid of New York, Inc.",RC,,,2019-08-27,,45.0,8.0,united food & commercial workers union local one,Stipulated,,,,Certification of Results,,,,,,,,,,Buffalo,NY,83.0,,,LOSS,2019-09-05,,,,,
6015,"03, 03
ALB",03-RC-246116,"Spot Coffee Hertel. Inc., Spot Coffee Williamsville, Inc., Spot Coffee Elmwood, Inc., Spot Coffee Bu",RC,,,2019-08-20,,6.0,43.0,workers united,Stipulated,,,,Certific. of Representative,,,,,,,,,,Buffalo,NY,78.0,,WON,,2019-08-28,,,,,
6016,"03, 03
ALB",03-RC-246581,"Midwest Air Traffic Control Service, Inc.",RC,,,2019-09-05,,0.0,3.0,"national air traffic controllers association, afl-cio (natca)",Stipulated,,,,Certific. of Representative,,,,,,,,,,Niagara Falls,NY,4.0,,WON,,2019-09-13,,,,,
6017,"03, 03
ALB",03-RC-247088,"Communication Workers of America, Local 1168",RC,,,2019-09-16,,0.0,5.0,"international brotherhood of teamsters, local 264",Stipulated,,,,Certific. of Representative,,,,,,,,,,Amherst,NY,5.0,,WON,,2019-09-24,,,,,
6024,22,04-RC-197201,"Manor Care of Yeadon PA, LLC, d/b/a Manor Care Health Services-Yeadon",RC,,,2017-05-31,,18.0,55.0,service employees international union healthcare pennsylvania,Directed,,,,Certific. of Representative,,,,,,,,,,Yeadon,PA,76.0,,WON,,2019-08-12,,,,,
6025,4,04-RC-217459,All Shore Inc.,RC,,,2018-09-21,,2.0,7.0,"international association of sheet metal, air, rail and transportation workers local 19",Stipulated,,,,Certific. of Representative,,,,,,,,,,Marlton,NJ,10.0,,WON,,2018-10-01,,,,,
6026,4,04-RC-225117,"Taylor Farms New Jersey, Inc.",RC,,,2018-09-28,,10.0,4.0,teamsters local 929 a/w international brotherhood of teamsters,Stipulated,,,,Certification of Results,,,,,,,,,,Swedesboro,NJ,14.0,,,LOSS,2018-10-09,,,,,
6027,4,04-RC-226966,Kovach Mobile Equipment Corp. (KME),RC,,,2018-10-05,,318.0,78.0,teamsters local 773,Stipulated,,,,Certification of Results,,,,,,,,,,Nesquehoning,PA,423.0,,,LOSS,2018-10-15,,,,,
6028,4,04-RC-227141,Silgan Containers Manufacturing Corporation,RC,,,2018-10-05,,9.0,7.0,teamsters local union no. 773,Stipulated,,,,Certification of Results,,,,,,,,,,Breinigsville,PA,19.0,,,LOSS,2019-02-14,,,,,
6029,4,04-RC-227202,Regional Produce Cooperative Corporation d/b/a Philadelphia Wholesale Produce Market,RC,,,2018-10-10,,0.0,3.0,teamsters local 929 a/w international brotherhood of teamsters,Directed,,,,Certific. of Representative,,,,,,,,,,Philadelphia,PA,3.0,,WON,,2018-11-13,,,,,
6030,4,04-RC-227216,"PSC Industrial Outsourcing, LP",RC,,,2018-10-10,,0.0,4.0,teamsters local 560,Stipulated,,,,Certific. of Representative,,,,,,,,,,Chesilhurst,NJ,7.0,,WON,,2018-10-23,,,,,
6031,4,04-RC-228558,"XPO Logistics Freight, Inc.",RC,,,2018-10-26,,4.0,19.0,highway truck drivers and helpers local 107 a/w international brotherhood of teamsters,Stipulated,,,,Certific. of Representative,,,,,,,,,,Cinnaminson,NJ,24.0,,WON,,2018-11-05,,,,,
6032,4,04-RC-229155,"First Transit, Inc.",RC,,,2018-10-30,,0.0,6.0,"international union of journeymen and allied trades (iujat), local 726",Stipulated,,,,Certific. of Representative,,,,,,,,,,Philadelphia,PA,7.0,,WON,,2018-11-13,,,,,
6033,4,04-RC-229247,"Richardson Enterprises, Inc., d/b/a Shore Toyota",RC,,,2018-11-14,,5.0,18.0,"international association of machinists and aerospace workers, afl-cio, district lodge 15",Stipulated,,,,Certific. of Representative,,,,,,,,,,Mays Landing,NJ,23.0,,WON,,2018-11-26,,,,,
6034,4,04-RC-229254,"Jinny Beauty Supply of New Jersey, LLC",RC,,,2018-11-05,,3.0,14.0,"international association of machinists and aerospace workers, local lodge 447, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Palmyra,NJ,18.0,,WON,,2018-11-15,,,,,
6035,4,04-RC-229947,"Prospect CCMC, LLC d/b/a Springfield Hospital",RC,,,2018-11-20,,11.0,45.0,pennsylvania association of staff nurses and allied professionals,Directed,,,,Certific. of Representative,,,,,,,,,,Springfield,PA,63.0,,WON,,2018-12-18,,,,,
6036,4,04-RC-230437,Aria Health d/b/a Jefferson Frankford Hospital,RC,,,2018-12-05,,86.0,95.0,"district 1199c, national union of hospital and health care employees, afscme, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Philadelphia,PA,210.0,,WON,,2018-12-18,,,,,
6037,4,04-RC-230451,"Allstate Power Vac Inc., d/b/a ACV Enviro",RC,,,2018-11-29,,17.0,23.0,international union of operating engineers local 825,Stipulated,,,,Certific. of Representative,,,,,,,,,,Clayton,NJ,49.0,,WON,,2018-12-10,,,,,
6038,4,04-RC-230871,American Craft Brewery LLC d/b/a Samuel Adams Pennsylvania Brewery Company,RC,,,2018-12-20,,44.0,17.0,"international union of operating engineers, local 542",Directed,,,,Certification of Results,,,,,,,,,,Breinigsville,PA,65.0,,,LOSS,2019-01-22,,,,,
6039,4,04-RC-230873,"Sunbelt Rentals, Inc.",RC,,,2018-11-29,,6.0,2.0,international union of operating engineers local 542,Stipulated,,,,Certification of Results,,,,,,,,,,Wilkes Barre,PA,8.0,,,LOSS,2018-12-10,,,,,
6040,4,04-RC-231494,"F/J Hess & Sons Plumbing, Heating & Air Conditioning, Inc.",RC,,,2019-01-04,,7.0,4.0,"local union no. 44, international association of sheet metal, air, rail and transportation workers union",Stipulated,,,,Certification of Results,,,,,,,,,,Swiftwater,PA,12.0,,,LOSS,2019-02-07,,,,,
6041,4,04-RC-231871,"Simpson House, Inc.",RC,,,2018-12-19,,1.0,5.0,"district 1199c, national union of hospital and health care employees, afscme, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Philadelphia,PA,6.0,,WON,,2019-01-03,,,,,
6042,4,04-RC-231947,"MX1, Inc.",RC,,,2018-12-20,,11.0,16.0,"communications workers of america district 2-13, afl- cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Hawley,PA,30.0,,WON,,2019-01-03,,,,,
6043,4,04-RC-232687,Allstate Power Vac Inc. d/b/a ACV Enviro,RC,,,2019-01-09,,8.0,21.0,international union of operating engineers local 542,Stipulated,,,,Certific. of Representative,,,,,,,,,,Aston,PA,32.0,,WON,,2019-01-23,,,,,
6044,4,04-RC-233383,"Aqua Pennsylvania Wastewater, Inc.",RC,,,2019-01-18,,1.0,8.0,"international union of operating engineers local 542, afl- cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,West Chester,PA,10.0,,WON,,2019-01-31,,,,,
6045,4,04-RC-233400,"Aqua Pennsylvania Wastewater, Inc.",RC,,,2019-01-18,,0.0,4.0,"international union of operating engineers local 542, afl- cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Royersford,PA,4.0,,WON,,2019-01-31,,,,,
6046,4,04-RC-233627,"Americold Logistics, LLC",RC,,,2019-02-06,,55.0,122.0,teamsters local no. 429 a/w international brotherhood of teamsters,Stipulated,,,,Certific. of Representative,,,,,,,,,,Leesport,PA,124.0,,WON,,2019-02-19,,,,,
6047,4,04-RC-233974,"LifeShield, LLC",RC,,,2019-01-30,,4.0,0.0,"international brotherhood of electrical workers, local 827",Stipulated,,,,Certification of Results,,,,,,,,,,Langhorne,PA,5.0,,,LOSS,2019-02-08,,,,,
6048,4,04-RC-234076,"WaterLogic Americas, LLC",RC,,,2019-02-15,,1.0,5.0,"united association of journeymen and apprentices of the plumbing and pipe fitting industry of the united states and canada, local 74, afl-cio",Directed,,,,Certific. of Representative,,,,,,,,,,New Castle,DE,7.0,,WON,,2019-03-14,,,,,
6049,4,04-RC-234383,"Allentown Symphony Association, Inc.",RC,,,2019-02-13,,0.0,3.0,international alliance of theatrical stage employees local 200,Stipulated,,,,Certific. of Representative,,,,,,,,,,Allentown,PA,4.0,,WON,,2019-02-25,,,,,
6050,4,04-RC-234762,"Garelick Farms, L.L.C. d/b/a Tuscan Dairy",RC,,,2019-02-22,,15.0,9.0,teamsters local no. 463,Stipulated,,,,Certification of Results,,,,,,,,,,Burlington,NJ,25.0,,,LOSS,2019-03-05,,,,,
6051,4,04-RC-234952,Delaware County Memorial Hospital,RC,,,2019-02-14,,0.0,5.0,"district 1199c, national union of hospital and health care employees, afscme, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Philadelphia,PA,5.0,,WON,,2019-02-25,,,,,
6052,4,04-RC-235181,"United Rentals (North America), Inc.",RC,,,2019-02-26,,7.0,5.0,"international union of operating engineers local union 825, 825a, 825b, 825c, 825d, 825r and 825rh, afl-cio",Stipulated,,,,Certification of Results,,,,,,,,,,Swedesboro,NJ,12.0,,,LOSS,2019-03-08,,,,,
6053,4,04-RC-236178,"Alutiiq Security & Technology, LLC.",RC,,,2019-03-19,,0.0,13.0,governed united security professionals,Stipulated,,,,Certific. of Representative,,,,,,,,,,Fairfax,VA,18.0,,WON,,2019-03-29,,,,,
6054,4,04-RC-236523,"The Morning Call, LLC",RC,,,2019-03-19,,12.0,31.0,the newsguild-cwa,Stipulated,,,,Certific. of Representative,,,,,,,,,,Allentown,PA,47.0,,WON,,2019-04-01,,,,,
6055,4,04-RC-236601,"Wilmington Manor Volunteer Fire Company, Inc.",RC,,,2019-03-18,,3.0,5.0,"international association of fire fighters local 4417, affiliated with international association of fire fighters, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,New Castle,DE,9.0,,WON,,2019-03-28,,,,,
6056,4,04-RC-237625,"336 South West End Avenue Operations LLC d/b/a Hamilton Arms Center, a subsidiary of Genesis Healthc",RC,,,2019-04-03,,4.0,7.0,seiu healthcare pennsylvania,Stipulated,,,,Certific. of Representative,,,,,,,,,,Lancaster,PA,13.0,,WON,,2019-04-15,,,,,
6057,4,04-RC-239056,"UGI Utilities, Inc.",RC,,,2019-04-26,,2.0,5.0,international brotherhood of electrical workers local 1456,Stipulated,,,,Certific. of Representative,,,,,,,,,,Bethlehem,PA,8.0,,WON,,2019-05-06,,,,,
6058,4,04-RC-239963,"Prospect CCMC, LLC d/b/a Taylor Hospital",RC,,,2019-05-14,,28.0,36.0,"district 1199c, national union of hospital and health care employees, afscme, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Ridley Park,PA,71.0,,WON,,2019-05-28,,,,,
6059,4,04-RC-240928,"Simpson House, Inc.",RC,,,2019-05-17,,0.0,0.0,"district 1199c, national union of hospital and health care employees, afscme, afl-cio",Stipulated,,,,Certification of Results,,,,,,,,,,Philadelphia,PA,1.0,,,LOSS,2019-05-28,,,,,
6060,4,04-RC-240929,Third Century Services,RC,,,2019-05-17,,2.0,6.0,"district 1199c, national union of hospital and health care employees, afscme, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Philadelphia,PA,8.0,,WON,,2019-05-28,,,,,
6061,4,04-RC-241052,Crozer-Chester Medical Center,RC,,,2019-05-30,,0.0,2.0,"district 1199c, national union of hospital and health care employees, afscme, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Chester,PA,2.0,,WON,,2019-06-10,,,,,
6062,4,04-RC-241356,"Talleyville Fire Company, Inc.",RC,,,2019-06-13,,4.0,6.0,"international association of fire fighters local 4417, affiliated with international association of fire fighters, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Wilmington,DE,10.0,,WON,,2019-07-05,,,,,
6063,4,04-RC-241378,"UGI Utilities, Inc.",RC,,,2019-06-06,,0.0,5.0,"international brotherhood of electrical workers, local 1941",Stipulated,,,,Certific. of Representative,,,,,,,,,,Middletown,PA,5.0,,WON,,2019-06-17,,,,,
6064,4,04-RC-241763,"AECOM Management Services, Inc.",RC,,,2019-06-12,,9.0,17.0,"international association of machinists and aerospace workers, district lodge 1, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Tobyhanna,PA,17.0,,WON,,2019-06-25,,,,,
6065,4,04-RC-241837,"The Oil Man Corporation, d/b/a Enright & Sons, Inc.",RC,,,2019-06-14,,0.0,3.0,sheet metal workers local 19 (smart),Stipulated,,,,Certific. of Representative,,,,,,,,,,Sewell,NJ,3.0,,WON,,2019-06-25,,,,,
6066,4,04-RC-242135,Wyncote Church Home d/b/a Phoebe Wyncote,RC,,,2019-06-19,,21.0,14.0,"district 1199c, national union of hospital and health care employees, afscme, afl-cio",Stipulated,,,,Certification of Results,,,,,,,,,,Wyncote,PA,49.0,,,LOSS,2019-07-05,,,,,
6067,4,04-RC-242405,"Valiant Global Defense Services, Inc., d/b/a Valiant Integrated Services",RC,,,2019-06-18,,0.0,2.0,"international association of machinists and aerospace workers, district lodge 1, afl-cio",Stipulated,,,,Certific. of Representative,,,,,,,,,,Annville,PA,2.0,,WON,,2019-06-28,,,,,
